NAME,state,long_commute,college_rate,mobility_index
"Autauga County, Alabama",01,0.07202594966390495,0.16736339205733056,11433.430128396538
"Baldwin County, Alabama",01,0.0799950120023693,0.20041671157093077,14237.402773287351
"Barbour County, Alabama",01,0.1049082053203447,0.06602545968882602,2622.0030551626587
"Bibb County, Alabama",01,0.09738165871275635,0.06574568288854003,3331.2680062794348
"Blount County, Alabama",01,0.1757819176209195,0.09407844770561286,5403.866036210403
"Bullock County, Alabama",01,0.10922529427867506,0.06875349357182783,2484.4762437115705
"Butler County, Alabama",01,0.09103680809216072,0.0775667118950701,3446.2114427860693
"Calhoun County, Alabama",01,0.08337559161595673,0.11526523165803043,6263.397423065716
"Chambers County, Alabama",01,0.05630836200238714,0.0920019428478912,4490.15482069133
"Cherokee County, Alabama",01,0.10829658496564455,0.08260001079738703,3850.8951033849808
"Chilton County, Alabama",01,0.1456025322179516,0.08180600476983893,5110.502923976608
"Choctaw County, Alabama",01,0.23213054470236727,0.09644277507733098,4175.875718073355
"Clarke County, Alabama",01,0.11557322730284957,0.08404620668123634,3996.313081486107
"Clay County, Alabama",01,0.09569280780170662,0.09211180742067045,4428.183029941311
"Cleburne County, Alabama",01,0.1450508788159112,0.11025399811853245,5683.924365004704
"Coffee County, Alabama",01,0.05065307422746097,0.1309224203961046,8143.2436262173105
"Colbert County, Alabama",01,0.05798494983277592,0.11210970980776294,6294.848095996082
"Conecuh County, Alabama",01,0.08245419211549139,0.07659269863994274,3055.129563350036
"Coosa County, Alabama",01,0.16293222683264177,0.07181016275313704,3754.1634985712512
"Covington County, Alabama",01,0.08155712425467754,0.09774265512156388,4767.104775588914
"Crenshaw County, Alabama",01,0.11555922410235246,0.11937035417577613,5796.266287713162
"Cullman County, Alabama",01,0.13481355572081163,0.12131014304291288,7050.424203511054
"Dale County, Alabama",01,0.05241914347119568,0.1294267818446285,6835.4166295603645
"Dallas County, Alabama",01,0.12675121663471464,0.10133158866995073,3767.508466748768
"DeKalb County, Alabama",01,0.08381959222901078,0.08258757879508112,3957.5967758602874
"Elmore County, Alabama",01,0.049716924091683615,0.15786456115060774,11564.84202077122
"Escambia County, Alabama",01,0.06746911624960406,0.08514983700561643,3504.171242292133
"Etowah County, Alabama",01,0.07607900512070227,0.10781819432029155,5625.629925049852
"Fayette County, Alabama",01,0.1763444407786209,0.08251662583129156,3766.88396919846
"Franklin County, Alabama",01,0.07501136535838764,0.10322701512809704,4888.728209451548
"Geneva County, Alabama",01,0.07392617122820688,0.09703930038984301,4619.847012959646
"Greene County, Alabama",01,0.19876072449952337,0.10625802899614609,3484.838318957607
"Hale County, Alabama",01,0.16399082568807338,0.10811623246492987,3876.0750501002008
"Henry County, Alabama",01,0.05915615484993476,0.13995700979221398,8172.789586816336
"Houston County, Alabama",01,0.052037761915726455,0.14347303123268418,7900.198991796522
"Jackson County, Alabama",01,0.101880714879468,0.10242445073103668,4788.1382227745025
"Jefferson County, Alabama",01,0.04387701853586006,0.21168354070542958,13462.014771161794
"Lamar County, Alabama",01,0.07670961347869178,0.061249241964827165,3035.8186779866583
"Lauderdale County, Alabama",01,0.12188712608674296,0.16064680007434484,9009.233194969333
"Lawrence County, Alabama",01,0.0745466756212223,0.10069000766675185,5516.402760030666
"Lee County, Alabama",01,0.04036939666101717,0.22138694856374436,13125.589406447276
"Limestone County, Alabama",01,0.055077847332095115,0.18853928586092217,15110.669604609468
"Lowndes County, Alabama",01,0.09988616960728515,0.10504619758351101,3479.6552949538022
"Macon County, Alabama",01,0.05571073867163252,0.10732323232323232,4422.361111111111
"Madison County, Alabama",01,0.025061308908258237,0.2679224107293167,20913.487536709003
"Marengo County, Alabama",01,0.15153243050605844,0.12726013695468186,5469.004385627452
"Marion County, Alabama",01,0.1285767720216944,0.07101274957902333,3532.3872023093577
"Marshall County, Alabama",01,0.09983391290808118,0.1451957842910993,8460.84874221094
"Mobile County, Alabama",01,0.061582371716179723,0.1565237897866137,8663.90481226864
"Monroe County, Alabama",01,0.10136712237412471,0.07820821478076895,3125.591303713431
"Montgomery County, Alabama",01,0.03137797333798031,0.1945035062928382,11029.710331347975
"Morgan County, Alabama",01,0.04166989839447762,0.15898861842260292,9791.791031411269
"Perry County, Alabama",01,0.06375838926174497,0.10105382009785473,3267.272111403839
"Pickens County, Alabama",01,0.16725071678878622,0.09042083578575633,4099.590273690406
"Pike County, Alabama",01,0.07554656500427916,0.15745899505337152,6710.27253319448
"Randolph County, Alabama",01,0.1348610067618332,0.12117330600742923,6044.0033303445625
"Russell County, Alabama",01,0.052664859981933154,0.10253837664292165,4862.369820407344
"St. Clair County, Alabama",01,0.08203411112273726,0.1334097918571672,9767.998140198068
"Shelby County, Alabama",01,0.08715132834587003,0.2981743629795958,27019.964424485013
"Sumter County, Alabama",01,0.11088400613183444,0.12251835735654065,3887.0174054936087
"Talladega County, Alabama",01,0.10141867370504784,0.09795143364805073,5138.238354875797
"Tallapoosa County, Alabama",01,0.10294018249408583,0.11435531346212403,6093.079811888892
"Tuscaloosa County, Alabama",01,0.05512831845369634,0.18201029874823013,11220.024866334647
"Walker County, Alabama",01,0.15035838623796846,0.0942558689074888,4994.335725801109
"Washington County, Alabama",01,0.1449555469655972,0.06733333333333333,3446.389333333333
"Wilcox County, Alabama",01,0.10858257477243173,0.0783703494129297,2994.3743103692177
"Winston County, Alabama",01,0.14036039947894052,0.08142134368749264,4029.867984468761
"Aleutians East Borough, Alaska",02,0.0,0.12672897196261682,10133.375327102804
"Aleutians West Census Area, Alaska",02,0.00030156815440289503,0.13157213157213157,13244.313908313909
